age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_tools_used,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score
17,Other,12th,5.5,0,125,ChatGPT+Gemini,Coding,3,11,68,5,2,9.8,17.0,8.4,4.8,4.0,2,57.1
20,Male,10th,1.1,0,58,ChatGPT,Unknown,4,65,8,7,2,7.5,-16.5,6.4,5.2,4.1,7,58.0
17,Male,10th,5.4,0,105,Unknown,Coding,9,14,44,7,6,2.5,26.2,5.6,5.3,3.3,1,77.3
22,Male,12th,1.6,1,93,Unknown,Homework,4,33,17,10,1,8.8,3.1,5.4,5.3,4.7,9,41.5
15,Female,12th,4.6,1,24,ChatGPT,Homework,5,36,46,2,2,8.3,-6.8,8.9,4.5,4.3,3,60.4
24,Female,11th,4.5,1,144,Gemini,Coding,10,52,113,6,5,8.6,-17.9,4.5,2.5,1.1,7,50.0
19,Female,3rd Year,0.5,1,109,Unknown,Homework,5,40,0,8,6,2.6,-0.6,6.1,1.1,1.7,4,52.4
20,Male,12th,1.7,1,18,ChatGPT,Notes,1,93,99,8,5,5.6,16.7,7.7,0.8,0.6,1,66.7
17,Male,10th,3.2,1,81,Unknown,Unknown,7,77,108,9,3,6.6,31.2,5.5,4.3,2.1,4,36.5
19,Female,1st Year,2.8,1,45,ChatGPT+Gemini,Coding,2,3,77,5,6,7.1,-1.2,8.2,4.7,1.7,8,57.9
20,Female,12th,5.6,1,34,Copilot,Unknown,6,7,71,10,9,7.2,10.4,7.1,3.9,3.9,9,41.8
17,Female,11th,2.5,1,22,Copilot,Homework,4,86,52,3,4,1.1,-10.6,6.3,3.4,4.0,1,57.1
21,Male,1st Year,5.7,1,108,Claude,Unknown,5,70,36,5,3,9.6,7.0,8.6,3.5,2.3,8,32.9
22,Male,11th,3.0,0,43,ChatGPT,Doubt Solving,5,16,19,6,10,6.2,-3.0,5.9,0.4,2.5,6,69.9
14,Male,1st Year,5.8,0,8,ChatGPT+Gemini,Exam Prep,4,21,94,9,7,2.7,-11.2,8.8,1.7,4.4,10,62.4
20,Male,12th,4.6,1,159,Gemini,Notes,2,89,70,9,8,7.9,9.4,4.4,1.0,2.6,7,34.9
22,Male,10th,5.1,0,89,Gemini,Notes,8,7,57,4,8,1.5,37.1,4.2,2.7,4.7,2,78.9
23,Male,1st Year,1.1,0,92,ChatGPT+Gemini,Exam Prep,1,21,119,10,10,2.5,16.7,4.4,0.5,4.2,2,64.7
18,Male,2nd Year,3.7,1,41,ChatGPT+Gemini,Exam Prep,9,39,40,5,9,4.6,23.1,4.4,2.0,2.3,6,80.1
15,Male,3rd Year,1.3,1,146,Gemini,Unknown,6,21,37,8,7,6.1,-6.8,5.2,5.3,4.7,8,52.8
23,Male,11th,2.1,1,92,ChatGPT,Unknown,4,4,43,9,6,4.8,5.7,6.0,0.6,3.9,5,41.4
19,Female,1st Year,3.9,1,116,Unknown,Doubt Solving,6,8,106,1,5,3.7,32.4,8.1,3.4,4.8,1,54.1
20,Male,11th,4.5,1,126,Claude,Unknown,9,59,14,3,5,7.6,5.9,6.0,1.6,1.0,10,61.8
15,Female,10th,0.7,0,34,Claude,Exam Prep,9,19,112,4,10,1.1,-1.5,4.6,2.2,3.5,1,62.9
15,Female,11th,3.4,1,135,Claude,Notes,3,85,34,9,1,7.1,-10.5,4.2,1.8,4.6,4,38.7
23,Female,11th,3.6,1,110,ChatGPT+Gemini,Doubt Solving,8,33,80,1,7,9.5,14.9,6.8,0.4,0.0,10,54.2
23,Female,2nd Year,0.9,1,42,Gemini,Exam Prep,1,98,26,10,6,2.4,-15.7,5.2,0.4,0.5,10,60.1
14,Male,11th,3.3,1,44,Gemini,Doubt Solving,9,35,20,8,7,8.7,-8.7,5.8,2.8,0.6,4,76.7
17,Female,1st Year,4.4,1,133,Gemini,Doubt Solving,7,82,39,2,10,2.7,-7.9,5.2,5.1,2.0,9,44.1
20,Female,11th,0.8,1,12,Unknown,Unknown,10,91,117,1,9,4.8,-17.7,6.0,5.6,4.4,1,79.5
22,Female,12th,4.7,1,10,Gemini,Unknown,7,70,43,10,9,9.8,-14.4,8.9,1.4,2.4,10,43.9
16,Male,11th,3.7,1,101,Gemini,Homework,6,37,108,7,2,8.1,5.4,8.9,5.4,0.4,8,40.9
24,Male,12th,5.1,0,134,Copilot,Exam Prep,1,66,89,4,3,4.2,-19.5,7.6,0.3,1.1,1,59.1
20,Male,3rd Year,1.7,1,54,Unknown,Unknown,2,31,43,2,10,4.1,7.8,5.2,5.0,1.7,6,64.8
20,Female,11th,5.1,1,18,ChatGPT+Gemini,Homework,3,45,4,4,9,3.9,38.1,8.3,3.3,4.4,7,71.8
20,Female,3rd Year,1.0,1,106,Unknown,Unknown,1,94,96,10,3,4.3,7.3,4.1,0.5,1.0,4,59.7
15,Male,11th,2.7,1,5,ChatGPT+Gemini,Notes,5,24,48,2,4,9.8,28.7,6.6,0.5,3.5,3,47.7
19,Female,1st Year,1.6,0,8,Copilot,Doubt Solving,5,63,68,4,5,4.1,-19.8,8.4,0.9,4.2,10,59.1
15,Female,12th,5.3,1,147,Claude,Notes,6,32,91,2,10,5.0,24.6,6.1,0.3,2.6,3,66.2
19,Male,3rd Year,4.4,1,24,ChatGPT,Doubt Solving,7,46,20,7,6,2.9,7.6,5.2,4.2,3.1,10,70.8
23,Female,3rd Year,0.6,1,49,Unknown,Exam Prep,10,68,7,3,10,6.7,-2.4,7.1,3.7,2.7,8,74.0
16,Female,12th,0.6,0,71,ChatGPT+Gemini,Coding,9,28,65,7,10,8.5,-19.8,8.1,5.0,3.8,6,60.8
15,Male,2nd Year,2.1,0,177,ChatGPT+Gemini,Exam Prep,7,58,118,2,2,3.6,15.2,7.3,2.9,2.6,6,34.7
19,Female,11th,1.3,1,165,Copilot,Doubt Solving,6,30,36,4,6,2.9,26.6,5.3,3.5,4.7,8,43.2
15,Male,11th,4.0,1,65,ChatGPT+Gemini,Coding,9,25,13,7,3,5.1,-9.8,4.6,0.9,4.3,7,36.0
18,Female,1st Year,4.2,1,56,ChatGPT+Gemini,Coding,2,62,33,6,7,7.2,27.2,5.4,3.1,3.7,3,51.5
15,Female,2nd Year,5.7,1,21,Claude,Exam Prep,6,57,116,3,9,4.7,32.2,4.7,1.9,1.7,4,64.8
16,Female,2nd Year,5.7,1,55,Copilot,Notes,5,84,107,8,5,2.3,25.3,8.8,2.7,3.0,1,68.2
16,Male,1st Year,4.1,0,35,Unknown,Exam Prep,6,97,59,9,8,2.6,28.6,5.8,5.0,0.6,10,26.4
19,Male,3rd Year,0.5,1,178,ChatGPT+Gemini,Doubt Solving,10,100,60,4,6,3.6,19.9,8.8,4.0,2.0,2,39.1
19,Male,12th,2.5,0,67,Gemini,Notes,1,48,45,9,8,8.5,27.4,6.9,0.4,2.7,7,81.2
23,Female,3rd Year,3.3,1,0,Copilot,Doubt Solving,5,64,100,3,4,5.6,32.0,7.5,5.8,1.7,4,50.4
16,Male,10th,3.2,1,47,Claude,Unknown,8,58,20,2,7,6.3,11.6,8.5,1.5,0.5,6,76.8
16,Female,1st Year,3.8,1,160,Unknown,Unknown,3,61,90,8,9,2.8,29.9,9.0,2.8,1.6,5,60.0
14,Male,12th,5.8,1,151,ChatGPT,Notes,3,67,113,10,7,6.9,27.4,8.7,2.8,4.6,2,43.3
20,Male,3rd Year,5.4,1,176,ChatGPT+Gemini,Homework,7,46,17,6,2,8.5,-8.3,6.2,3.9,3.0,2,32.9
21,Male,3rd Year,1.1,1,57,Gemini,Notes,7,21,111,8,5,2.8,-2.8,7.5,5.1,1.0,5,50.5
15,Other,2nd Year,2.0,0,47,Gemini,Homework,2,79,60,3,9,1.5,32.6,5.9,1.7,4.0,7,72.5
17,Female,1st Year,5.1,1,98,ChatGPT,Doubt Solving,8,63,68,8,1,7.0,3.8,7.2,1.8,4.5,10,42.5
23,Male,10th,5.0,0,125,Copilot,Exam Prep,5,45,33,10,4,8.3,39.8,6.6,1.3,2.8,6,53.6
20,Male,11th,2.0,1,113,Claude,Doubt Solving,9,58,81,10,9,7.2,19.6,4.1,4.6,2.2,6,53.4
21,Female,1st Year,4.5,0,89,ChatGPT+Gemini,Exam Prep,1,31,53,2,9,4.9,-17.2,8.3,3.8,1.8,1,69.2
14,Male,10th,4.2,0,112,ChatGPT+Gemini,Unknown,4,97,98,7,10,6.9,3.2,5.8,1.3,0.8,3,56.0
17,Female,10th,3.1,1,170,Unknown,Homework,8,84,89,2,5,10.0,27.5,6.2,2.7,0.3,5,59.4
19,Female,1st Year,1.6,0,168,ChatGPT+Gemini,Exam Prep,9,90,28,2,1,6.6,2.1,5.7,2.4,1.1,6,36.6
16,Female,12th,5.4,0,106,Gemini,Doubt Solving,9,36,40,5,9,5.8,2.6,6.4,3.2,2.4,6,92.8
18,Female,1st Year,4.2,1,153,Copilot,Doubt Solving,10,66,91,9,1,5.9,0.6,6.5,4.9,0.3,7,60.8
23,Female,3rd Year,1.4,1,104,ChatGPT,Doubt Solving,1,51,69,2,10,5.2,-0.2,7.2,5.4,4.9,4,59.6
22,Female,2nd Year,4.4,0,176,Copilot,Notes,1,42,89,9,5,7.2,-8.4,5.9,1.3,3.5,3,63.4
24,Female,3rd Year,4.6,1,132,Claude,Doubt Solving,7,33,57,8,3,8.6,-8.6,5.1,3.6,1.7,10,53.8
16,Female,10th,5.4,1,171,Claude,Notes,6,60,81,10,1,7.5,27.6,6.0,4.8,2.1,10,28.9
18,Male,10th,1.7,1,17,ChatGPT,Coding,7,70,29,4,4,3.0,16.9,5.6,0.8,4.9,7,40.6
21,Male,11th,5.9,1,111,Gemini,Homework,8,92,32,5,1,4.3,-3.6,6.8,2.0,1.8,8,44.7
19,Male,10th,1.3,0,39,Unknown,Coding,6,66,62,6,10,6.3,27.0,7.6,1.0,0.8,2,62.0
17,Female,11th,3.8,1,101,ChatGPT,Coding,10,44,95,9,1,9.9,15.7,7.6,2.3,2.2,6,77.0
21,Female,10th,4.1,0,112,Unknown,Notes,10,40,113,10,6,1.6,8.6,8.5,0.3,1.0,1,49.7
24,Male,10th,2.8,0,173,Claude,Notes,10,51,89,6,7,2.7,17.1,5.0,3.0,2.9,9,67.2
16,Male,1st Year,3.1,1,57,Gemini,Homework,7,65,85,6,4,8.0,-1.8,6.5,6.0,1.9,7,57.8
16,Male,1st Year,5.4,1,84,Copilot,Homework,7,11,33,6,7,2.7,24.5,7.1,5.3,1.3,8,71.1
17,Female,2nd Year,4.0,1,151,Claude,Unknown,7,14,118,10,3,7.1,-5.8,6.6,3.1,1.5,4,66.1
22,Female,3rd Year,3.2,1,155,Gemini,Homework,2,15,118,1,10,9.9,13.4,7.2,3.5,4.8,8,59.1
18,Female,12th,1.2,1,45,Gemini,Doubt Solving,3,2,48,1,4,6.8,30.6,8.3,4.6,1.9,8,49.2
21,Male,2nd Year,0.5,0,71,ChatGPT+Gemini,Doubt Solving,10,26,11,9,5,5.3,11.4,4.5,1.4,4.7,8,53.4
19,Female,10th,1.2,0,32,Copilot,Homework,9,22,21,10,3,8.5,10.4,5.9,3.3,2.8,5,61.9
16,Male,2nd Year,5.8,1,66,Gemini,Notes,1,63,84,2,6,7.9,18.9,6.5,2.9,2.8,9,36.7
21,Female,1st Year,4.7,0,112,ChatGPT,Coding,8,32,23,5,1,7.4,-1.2,6.6,2.3,0.4,4,55.2
22,Male,3rd Year,5.8,1,83,Unknown,Homework,7,47,55,9,2,2.1,39.3,4.1,2.7,4.9,3,51.3
21,Female,10th,0.7,1,162,Copilot,Unknown,6,90,24,6,7,6.7,22.1,6.9,4.6,2.6,8,61.9
17,Male,10th,4.2,1,38,Copilot,Homework,1,87,65,9,10,1.1,0.2,7.5,2.3,4.3,7,69.1
24,Male,2nd Year,0.7,1,174,Claude,Coding,9,54,0,2,5,1.5,18.1,5.9,5.5,3.4,10,63.7
19,Other,3rd Year,4.8,1,70,Copilot,Exam Prep,2,26,73,10,5,1.3,32.7,8.6,5.4,2.4,7,52.8
14,Male,11th,2.6,1,4,Copilot,Homework,10,46,117,1,7,2.0,30.5,7.4,5.8,3.5,10,70.4
17,Male,12th,1.0,0,164,ChatGPT+Gemini,Homework,5,30,33,2,5,4.9,36.7,7.2,0.4,0.5,6,68.6
21,Female,3rd Year,3.6,0,0,Copilot,Doubt Solving,9,78,4,2,10,9.5,-10.8,5.0,3.6,0.3,2,63.7
14,Female,2nd Year,2.0,1,124,Unknown,Coding,8,34,16,5,10,1.7,-0.9,8.9,1.2,1.8,6,85.5
16,Male,2nd Year,4.1,0,134,Unknown,Unknown,10,35,0,1,4,7.5,36.7,6.3,0.5,1.0,10,37.6
14,Female,12th,4.1,1,112,Unknown,Homework,4,23,77,2,7,5.6,19.1,4.2,3.1,4.4,4,72.8
22,Female,10th,4.4,0,7,Gemini,Unknown,8,16,20,5,10,3.5,35.0,4.4,5.6,1.5,5,52.8
15,Male,10th,6.0,0,107,ChatGPT,Homework,9,44,5,5,7,3.9,-4.7,5.7,1.8,3.3,10,69.2
22,Male,11th,2.6,0,125,Unknown,Exam Prep,5,97,74,7,5,1.2,24.5,4.2,2.4,4.6,5,32.2
17,Male,2nd Year,3.1,1,125,ChatGPT+Gemini,Coding,1,61,38,4,8,7.3,10.9,4.8,4.1,0.3,8,83.4
15,Female,12th,4.9,0,27,ChatGPT+Gemini,Homework,6,0,58,6,9,1.9,19.0,7.4,5.3,3.5,5,56.9
17,Male,2nd Year,3.7,0,153,ChatGPT+Gemini,Exam Prep,4,19,19,6,5,1.3,14.0,5.7,0.6,0.1,8,65.7
24,Male,1st Year,0.7,0,33,ChatGPT+Gemini,Homework,6,69,83,9,1,5.2,23.9,6.1,3.6,4.3,9,25.8
24,Female,2nd Year,5.1,0,95,Claude,Notes,1,68,84,3,4,5.3,-7.7,8.8,1.4,4.9,8,53.1
23,Female,2nd Year,0.8,1,21,ChatGPT+Gemini,Exam Prep,4,63,63,9,8,6.9,38.5,7.2,4.7,1.2,2,82.0
19,Male,1st Year,1.4,1,123,Claude,Unknown,5,92,117,9,10,7.4,10.6,5.5,1.6,0.8,4,46.6
24,Female,1st Year,1.1,0,147,Claude,Notes,6,69,23,2,7,5.6,29.2,5.7,4.4,2.5,8,75.4
20,Male,12th,0.9,0,141,Copilot,Homework,5,49,40,2,10,7.4,-18.8,8.7,4.3,4.8,5,63.3
16,Male,10th,0.6,1,150,ChatGPT,Exam Prep,2,52,118,7,9,3.3,-10.9,6.2,5.9,1.5,10,60.0
16,Female,11th,0.8,1,66,Copilot,Coding,3,96,89,8,2,2.3,-0.0,6.2,3.0,1.6,2,52.6
23,Female,1st Year,2.9,1,146,Claude,Unknown,5,37,66,3,3,9.4,22.6,5.4,1.0,3.1,7,53.8
21,Male,10th,1.9,0,77,Copilot,Doubt Solving,7,51,37,7,8,4.4,-1.5,5.6,4.8,3.6,6,57.4
18,Female,12th,1.2,1,38,Gemini,Homework,4,92,104,7,7,1.8,26.6,7.8,4.5,2.7,1,76.3
17,Female,3rd Year,4.1,1,164,ChatGPT+Gemini,Exam Prep,6,60,37,7,7,8.4,-12.1,8.1,5.1,1.1,9,66.4
20,Male,2nd Year,1.7,1,98,ChatGPT+Gemini,Notes,9,73,27,2,9,6.5,6.6,5.2,3.4,4.5,10,65.3
20,Female,12th,0.6,0,128,Claude,Exam Prep,10,95,9,8,7,6.3,-0.9,8.7,4.0,2.6,3,78.9
22,Male,12th,2.8,1,18,Copilot,Coding,7,24,23,10,9,2.2,-14.1,5.6,5.8,4.7,3,71.1
22,Other,1st Year,2.2,0,14,Gemini,Exam Prep,3,91,61,8,2,7.8,23.5,7.6,0.1,2.4,9,33.9
18,Female,11th,2.3,0,0,Gemini,Notes,5,28,103,5,9,2.8,32.7,7.1,4.0,0.7,8,79.8
21,Male,1st Year,2.9,1,30,Unknown,Homework,9,34,51,7,5,1.4,32.5,4.1,2.8,1.8,1,48.1
23,Male,2nd Year,4.2,0,179,Gemini,Unknown,5,46,111,7,4,2.4,-4.0,8.3,2.5,2.7,4,47.3
14,Male,1st Year,3.9,1,170,Claude,Notes,3,56,70,10,4,7.3,38.0,7.2,1.8,1.0,2,40.2
22,Male,2nd Year,5.7,1,173,Unknown,Unknown,8,31,86,4,6,8.1,28.0,6.9,4.4,2.0,7,48.5
21,Male,1st Year,3.3,1,85,Copilot,Unknown,7,45,86,5,2,3.2,-5.7,6.8,0.7,0.5,9,64.3
19,Male,3rd Year,3.1,1,49,Gemini,Notes,5,35,23,6,9,3.8,32.6,7.3,1.4,4.5,10,49.4
16,Female,11th,1.7,0,19,Gemini,Notes,5,70,94,6,4,2.5,-8.5,4.4,1.9,4.8,4,56.2
16,Male,3rd Year,4.7,0,104,Copilot,Doubt Solving,1,9,113,10,3,5.1,-11.1,7.8,1.2,2.3,2,45.8
21,Female,10th,1.3,1,42,Copilot,Unknown,8,45,49,9,6,3.0,32.8,5.5,0.9,4.5,5,52.5
18,Female,11th,3.2,1,4,ChatGPT+Gemini,Homework,6,97,110,3,3,9.9,35.5,6.1,2.9,0.9,3,44.6
23,Male,1st Year,2.8,1,65,ChatGPT,Doubt Solving,5,96,85,5,6,7.9,7.1,4.2,0.7,0.3,7,56.0
24,Female,12th,4.1,1,139,ChatGPT,Unknown,7,25,90,1,1,6.4,19.2,4.7,1.8,1.6,7,28.5
20,Male,10th,5.5,1,127,Gemini,Exam Prep,2,47,37,1,4,7.5,-0.8,8.0,5.4,1.2,5,75.8
18,Male,12th,5.7,0,70,Copilot,Homework,3,47,68,10,6,2.5,25.9,5.8,3.3,1.2,4,36.0
21,Female,3rd Year,1.4,1,65,ChatGPT+Gemini,Homework,9,12,17,5,3,7.7,30.2,7.6,3.1,3.9,10,43.9
23,Male,11th,1.9,1,72,Claude,Unknown,5,29,71,1,3,4.1,-8.0,5.9,4.9,4.1,10,57.3
23,Female,10th,5.0,1,154,ChatGPT,Exam Prep,6,95,98,7,7,5.2,21.6,8.3,4.1,2.8,9,45.4
17,Female,3rd Year,3.4,1,155,Unknown,Exam Prep,8,96,111,10,10,9.0,33.2,6.5,2.2,3.6,3,61.8
15,Other,1st Year,3.0,0,164,ChatGPT,Notes,3,69,48,8,7,9.5,26.1,5.6,0.8,1.4,7,77.8
16,Female,12th,4.4,1,78,Copilot,Unknown,1,99,16,10,5,7.9,27.6,7.9,4.5,3.5,10,47.3
21,Female,1st Year,3.8,1,18,Claude,Unknown,4,65,75,2,1,7.9,-6.2,6.8,0.7,3.8,3,38.4
24,Male,2nd Year,5.8,0,178,ChatGPT,Homework,2,6,118,3,8,7.7,29.6,6.8,1.8,4.7,5,53.2
20,Male,10th,3.7,1,12,ChatGPT+Gemini,Coding,9,55,102,10,3,6.6,10.5,7.6,4.7,0.4,2,57.7
15,Female,12th,3.1,0,44,ChatGPT,Unknown,4,29,85,8,1,2.8,-19.3,8.9,4.2,4.2,4,23.3
19,Male,11th,3.5,1,5,Copilot,Notes,9,54,117,1,1,6.3,20.1,5.9,5.1,0.8,2,41.0
22,Male,11th,4.9,1,128,Copilot,Homework,7,89,52,9,9,1.5,26.6,6.7,3.6,2.1,6,59.4
17,Male,11th,3.9,1,105,Unknown,Exam Prep,7,88,5,5,9,1.3,26.9,5.5,3.8,0.0,5,61.8
22,Female,3rd Year,4.1,1,120,Unknown,Exam Prep,1,32,93,10,8,8.5,36.0,5.9,3.0,4.8,9,62.1
15,Male,11th,5.8,0,24,Claude,Coding,2,41,65,1,4,5.9,-14.8,4.3,1.8,4.8,6,63.5
15,Female,12th,3.9,0,153,ChatGPT,Homework,7,5,4,10,9,1.1,-8.7,6.0,2.9,4.8,7,77.5
22,Male,3rd Year,2.6,1,140,Claude,Doubt Solving,5,7,1,8,3,3.5,35.6,5.0,0.7,0.4,3,83.9
20,Male,2nd Year,4.3,1,18,ChatGPT,Notes,7,72,61,9,3,7.1,25.0,7.0,6.0,1.5,9,41.5
20,Male,11th,4.1,1,137,Gemini,Homework,3,74,98,9,8,9.5,5.0,4.2,2.1,2.0,3,48.8
14,Male,11th,0.6,1,172,ChatGPT,Doubt Solving,8,87,4,9,9,8.6,-11.7,4.6,5.1,4.9,10,43.2
24,Female,3rd Year,3.1,0,70,Copilot,Exam Prep,4,69,30,6,2,5.0,30.2,6.7,5.5,3.9,2,41.4
19,Male,11th,4.6,1,14,Copilot,Exam Prep,8,39,80,7,6,3.6,-1.4,6.0,0.2,3.2,10,63.5
20,Male,2nd Year,3.2,1,106,Gemini,Doubt Solving,6,55,62,7,3,3.8,30.0,6.0,3.6,1.9,4,33.9
24,Female,3rd Year,4.8,1,158,ChatGPT,Doubt Solving,9,79,90,4,2,7.6,13.4,6.7,5.1,4.9,3,55.9
19,Female,3rd Year,3.0,1,125,ChatGPT,Coding,6,16,94,3,7,8.2,12.2,5.2,2.6,3.6,10,45.4
19,Male,10th,5.9,0,135,Copilot,Homework,4,87,114,9,8,4.3,16.2,4.7,0.4,2.6,6,67.3
15,Male,3rd Year,2.1,1,29,Gemini,Exam Prep,3,6,73,3,4,6.6,5.2,4.4,2.3,2.6,7,81.1
19,Other,11th,1.0,1,97,Copilot,Notes,4,39,75,3,10,7.7,-13.4,8.4,1.7,0.4,2,45.8
17,Female,3rd Year,2.9,1,96,Gemini,Exam Prep,7,57,117,4,4,8.6,15.1,7.9,5.3,1.9,5,71.3
22,Male,11th,3.5,1,0,Copilot,Homework,8,61,17,10,7,6.8,5.3,5.9,4.0,0.7,3,60.3
14,Male,11th,2.4,0,15,ChatGPT+Gemini,Doubt Solving,2,90,114,10,9,8.8,7.5,5.4,1.6,3.7,3,63.2
21,Male,3rd Year,1.8,1,113,ChatGPT,Coding,9,73,76,10,8,3.5,16.0,6.6,4.8,4.4,10,53.9
18,Male,10th,4.2,1,10,Claude,Exam Prep,7,53,56,3,1,7.3,-11.5,4.4,3.1,4.7,4,35.0
14,Female,11th,2.6,1,154,ChatGPT+Gemini,Coding,7,8,71,2,1,4.6,-5.6,8.6,5.3,4.9,9,34.7
17,Female,10th,4.0,1,85,Copilot,Doubt Solving,10,50,98,5,5,9.4,-2.8,6.9,4.8,1.1,10,63.9
14,Male,10th,4.8,1,167,Gemini,Unknown,4,9,118,1,2,3.0,2.6,8.7,4.0,2.6,1,40.7
19,Female,3rd Year,4.7,1,171,Claude,Homework,7,48,107,1,9,8.1,-14.2,8.7,0.7,3.7,6,64.1
15,Male,1st Year,2.6,1,69,Gemini,Exam Prep,2,29,61,6,8,9.4,-10.6,6.7,3.6,3.2,1,54.3
18,Male,1st Year,3.6,0,119,Unknown,Homework,10,8,3,4,8,7.1,-4.7,6.5,3.7,5.0,3,76.0
20,Male,11th,3.0,1,175,Gemini,Notes,3,45,61,8,2,8.1,21.7,5.5,4.9,1.3,10,54.0
15,Male,12th,5.3,0,167,Unknown,Homework,2,25,45,1,2,9.0,20.2,8.1,1.1,2.9,5,43.1
19,Female,1st Year,5.3,0,38,Unknown,Unknown,5,63,70,10,6,3.8,-19.5,8.7,3.7,1.4,4,53.5
19,Male,3rd Year,2.4,0,130,ChatGPT,Doubt Solving,1,33,20,5,4,2.1,-15.8,4.9,5.0,3.4,1,64.3
18,Male,3rd Year,1.0,0,0,Copilot,Doubt Solving,2,98,59,6,9,9.4,9.9,7.9,0.1,1.5,1,83.7
18,Female,1st Year,1.4,0,22,ChatGPT,Notes,6,26,44,5,4,1.3,5.5,4.9,3.7,3.6,8,39.2
16,Female,12th,2.5,1,114,Unknown,Homework,6,83,107,10,8,5.4,-2.3,4.9,4.9,3.2,6,38.8
23,Female,2nd Year,3.6,0,161,Gemini,Unknown,8,87,78,6,6,3.9,10.0,5.3,2.7,0.9,10,53.4
23,Female,11th,4.1,1,144,ChatGPT,Doubt Solving,9,26,97,3,4,6.0,-8.0,7.5,1.1,1.1,10,42.0
24,Male,2nd Year,2.3,0,47,ChatGPT+Gemini,Doubt Solving,9,40,21,9,7,9.9,-11.9,4.4,4.7,2.4,1,63.5
15,Female,2nd Year,4.2,0,90,Unknown,Doubt Solving,7,82,64,7,4,1.4,-15.8,5.6,0.5,3.5,10,73.7
20,Female,10th,5.7,1,52,Gemini,Doubt Solving,10,17,5,10,1,7.9,-15.7,6.6,3.2,0.8,8,59.5
14,Female,10th,4.1,1,60,Gemini,Coding,1,49,64,1,10,1.2,-8.1,8.0,0.0,1.4,9,47.1
19,Female,11th,1.4,0,102,ChatGPT+Gemini,Exam Prep,4,42,82,5,1,3.4,27.5,5.7,2.8,0.6,10,37.7
19,Male,12th,3.7,1,101,Gemini,Coding,7,40,26,10,8,7.3,28.2,6.5,5.4,0.5,2,59.0
16,Female,10th,3.5,0,138,Claude,Doubt Solving,2,75,9,1,7,3.5,34.7,7.1,5.6,2.2,5,51.0
15,Male,1st Year,5.3,1,142,Claude,Unknown,9,17,54,3,9,6.5,19.7,5.3,1.0,1.1,10,67.6
15,Male,11th,2.4,0,89,Copilot,Homework,1,60,77,6,5,9.7,2.6,8.6,3.7,1.5,8,74.7
22,Male,3rd Year,2.8,1,117,Copilot,Coding,9,71,33,2,6,8.9,-12.3,5.8,0.3,3.1,1,45.3
24,Female,2nd Year,3.8,1,138,ChatGPT,Notes,7,99,40,5,10,8.5,-6.9,7.7,4.1,3.4,8,51.1
18,Male,11th,3.4,1,134,ChatGPT,Exam Prep,10,52,31,7,8,2.7,6.4,7.3,4.6,0.2,5,55.4
20,Female,3rd Year,4.5,0,46,ChatGPT+Gemini,Homework,6,79,66,9,3,3.4,-5.0,7.2,2.7,1.7,1,34.2
18,Male,3rd Year,0.7,0,135,ChatGPT+Gemini,Coding,7,52,50,1,3,8.1,-1.1,6.0,2.6,1.8,8,45.2
20,Female,10th,3.6,1,4,Unknown,Exam Prep,2,12,109,7,10,7.6,36.6,8.3,3.3,4.4,3,84.9
17,Male,3rd Year,1.2,1,86,Gemini,Unknown,10,25,79,8,10,3.6,3.2,7.9,1.8,2.3,10,58.0
21,Female,12th,2.2,0,90,Copilot,Coding,2,89,38,3,10,4.9,-10.8,6.8,2.9,1.7,8,80.7
24,Female,3rd Year,4.1,0,62,Unknown,Notes,3,55,96,2,1,6.8,0.8,5.6,5.2,0.9,8,69.3
23,Male,3rd Year,1.4,1,20,Copilot,Doubt Solving,6,84,4,8,2,5.7,-17.7,6.8,0.7,4.2,6,79.2
24,Male,2nd Year,2.2,0,118,Copilot,Notes,1,60,57,7,2,5.1,17.0,4.4,3.3,4.4,1,64.6
23,Female,12th,4.4,1,120,Copilot,Doubt Solving,4,49,98,1,7,1.9,23.2,6.7,1.9,4.9,10,58.7
20,Female,11th,4.1,1,101,ChatGPT,Exam Prep,8,20,16,2,8,4.9,4.2,7.5,4.6,4.4,8,80.5
23,Female,12th,1.0,1,89,Claude,Coding,8,7,22,4,1,9.9,13.1,8.6,2.0,3.9,3,59.7
18,Male,12th,3.7,0,139,Unknown,Coding,5,96,89,3,1,4.1,32.4,7.6,4.8,2.5,8,36.8
24,Female,11th,1.3,1,111,ChatGPT+Gemini,Notes,7,69,45,2,5,7.2,-7.7,5.2,2.4,3.6,10,41.2
19,Male,2nd Year,1.9,0,138,ChatGPT+Gemini,Homework,5,63,111,5,1,5.6,-10.1,4.3,3.7,3.0,8,48.6
18,Female,3rd Year,3.0,0,137,Copilot,Exam Prep,4,49,6,6,2,8.2,-4.5,5.4,4.2,3.8,4,58.3
20,Female,12th,1.1,1,118,Copilot,Unknown,6,1,104,6,3,7.7,-6.8,6.0,1.9,3.5,5,65.6
15,Male,12th,6.0,1,15,ChatGPT,Doubt Solving,8,71,61,7,1,9.5,32.5,4.1,2.5,2.3,3,58.8
